Name,PowerState,FolderPath,Host,Datacenter,VMXPath,CPUCores,MemGB,UsedSpaceGB,DatastoreList,NetworkAdapterCount,IPAddressCount
Workstation-3579,PoweredOn,/dataline/virtual_machines,esxi-62-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-icsi-hdd/Workstation-3579/Workstation-3579.vmx,2,64,22,dataline-ceph-icsi-hdd,2,1
ceph-reef-mon-node-3580,PoweredOn,/M1/virtual_machines,esxi-17-M1.vsfi.org,M1,/vmfs/volumes/M1-ceph-isci-ssh/ceph-reef-mon-node-3580/ceph-reef-mon-node-3580.vmx,1,32,92,M1-ceph-isci-ssh,1,0
Windows-server3581,PoweredOn,/Colocat/virtual_machines,esxi-63-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-local-hdd/Windows-server3581/Windows-server3581.vmx,4,64,100,Colocat-local-hdd,4,3
ceph-quincy-mon-node-3582,PowerOff,/Oxygen/virtual_machines,esxi-25-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-ceph-isci-ssh/ceph-quincy-mon-node-3582/ceph-quincy-mon-node-3582.vmx,2,256,75,Oxygen-ceph-isci-ssh,1,0
patroni-test-3583,PoweredOn,/DataPlanet/virtual_machines,esxi-64-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-iscsi-hdd/patroni-test-3583/patroni-test-3583.vmx,2,512,40,DataPlanet-iscsi-hdd,4,3
ceph-reef-mon-node-3584,PoweredOn,/Mirea/virtual_machines,esxi-20-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-lenovo-raid-10/ceph-reef-mon-node-3584/ceph-reef-mon-node-3584.vmx,2,2,87,Mirea-lenovo-raid-10,4,3
test-esxi-70-3585,PoweredOn,/Oxygen/virtual_machines,esxi-11-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-local-ssd/test-esxi-70-3585/test-esxi-70-3585.vmx,3,256,78,Oxygen-local-ssd,1,0
Mikrotick-CHR-3586,PowerOff,/Mirea/virtual_machines,esxi-58-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-local-hdd/Mikrotick-CHR-3586/Mikrotick-CHR-3586.vmx,2,128,77,Mirea-local-hdd,4,3
Ubuntu-3587,PowerOff,/Oxygen/virtual_machines,esxi-30-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-iscsi-ssd/Ubuntu-3587/Ubuntu-3587.vmx,3,32,91,Oxygen-iscsi-ssd,2,1
ceph-quincy-mon-node-3588,PowerOff,/e-Style0Telecom/virtual_machines,esxi-27-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-iscsi-hdd/ceph-quincy-mon-node-3588/ceph-quincy-mon-node-3588.vmx,3,256,97,e-Style0Telecom-iscsi-hdd,3,2
Nfs-share-3589,PowerOff,/DataPlanet/virtual_machines,esxi-79-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-ssd/Nfs-share-3589/Nfs-share-3589.vmx,1,32,67,DataPlanet-local-ssd,2,1
New Virtual Machine-3590,PoweredOn,/Colocat/virtual_machines,esxi-29-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-icsi-hdd/New Virtual Machine-3590/New Virtual Machine-3590.vmx,1,8,59,Colocat-ceph-icsi-hdd,3,2
Mikrotick-CHR-3591,PowerOff,/e-Style0Telecom/virtual_machines,esxi-67-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-iscsi-hdd/Mikrotick-CHR-3591/Mikrotick-CHR-3591.vmx,3,128,47,e-Style0Telecom-iscsi-hdd,4,3
Windows-server3592,PowerOff,/Oxygen/virtual_machines,esxi-79-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-local-ssd/Windows-server3592/Windows-server3592.vmx,1,1,35,Oxygen-local-ssd,2,1
ceph-quincy-mgmt-node-3593,PoweredOn,/Digital-Media-House/virtual_machines,esxi-79-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-ssd/ceph-quincy-mgmt-node-3593/ceph-quincy-mgmt-node-3593.vmx,1,4,68,Digital-Media-House-local-ssd,1,0
Mikrotick-CHR-3594,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-5-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-iscsi-ssd/Mikrotick-CHR-3594/Mikrotick-CHR-3594.vmx,4,8,33,e-Style0Telecom-iscsi-ssd,2,1
ceph-reef-mon-node-3595,PowerOff,/Mirea/virtual_machines,esxi-64-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-local-hdd/ceph-reef-mon-node-3595/ceph-reef-mon-node-3595.vmx,1,4,32,Mirea-local-hdd,3,2
Windows-server3596,PowerOff,/dataline/virtual_machines,esxi-35-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-isci-ssh/Windows-server3596/Windows-server3596.vmx,1,1024,75,dataline-ceph-isci-ssh,4,3
patroni-test-3597,PowerOff,/e-Style0Telecom/virtual_machines,esxi-41-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-isci-ssh/patroni-test-3597/patroni-test-3597.vmx,2,16,36,e-Style0Telecom-ceph-isci-ssh,3,2
patroni-dev-3598,PowerOff,/e-Style0Telecom/virtual_machines,esxi-45-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-lenovo-raid-10/patroni-dev-3598/patroni-dev-3598.vmx,2,8,99,e-Style0Telecom-lenovo-raid-10,4,3
ceph-reef-mon-node-3599,PowerOff,/Oxygen/virtual_machines,esxi-86-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-ceph-icsi-hdd/ceph-reef-mon-node-3599/ceph-reef-mon-node-3599.vmx,3,4,72,Oxygen-ceph-icsi-hdd,2,1
ceph-quincy-mon-node-3600,PoweredOn,/Digital-Media-House/virtual_machines,esxi-100-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-ceph-icsi-hdd/ceph-quincy-mon-node-3600/ceph-quincy-mon-node-3600.vmx,3,16,19,Digital-Media-House-ceph-icsi-hdd,4,3
ceph-reef-osd-node-3601,PowerOff,/dataline/virtual_machines,esxi-95-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-iscsi-hdd/ceph-reef-osd-node-3601/ceph-reef-osd-node-3601.vmx,2,1,95,dataline-iscsi-hdd,4,3
ceph-quincy-osd-node-3602,PowerOff,/e-Style0Telecom/virtual_machines,esxi-73-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-isci-ssh/ceph-quincy-osd-node-3602/ceph-quincy-osd-node-3602.vmx,2,16,23,e-Style0Telecom-ceph-isci-ssh,3,2
ceph-quincy-osd-node-3603,PowerOff,/Digital-Media-House/virtual_machines,esxi-59-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-iscsi-hdd/ceph-quincy-osd-node-3603/ceph-quincy-osd-node-3603.vmx,4,2,55,Digital-Media-House-iscsi-hdd,2,1
ceph-reef-osd-node-3604,PowerOff,/Oxygen/virtual_machines,esxi-59-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-iscsi-ssd/ceph-reef-osd-node-3604/ceph-reef-osd-node-3604.vmx,3,512,90,Oxygen-iscsi-ssd,3,2
Windows-10-3605,PowerOff,/Colocat/virtual_machines,esxi-22-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-nfs-test-datastore/Windows-10-3605/Windows-10-3605.vmx,1,8,61,Colocat-nfs-test-datastore,1,0
patroni-test-3606,PoweredOn,/Colocat/virtual_machines,esxi-8-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-local-hdd/patroni-test-3606/patroni-test-3606.vmx,1,16,55,Colocat-local-hdd,4,3
pfSense-3607,PowerOff,/dataline/virtual_machines,esxi-20-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-iscsi-hdd/pfSense-3607/pfSense-3607.vmx,1,8,86,dataline-iscsi-hdd,4,3
test-esxi-70-3608,PoweredOn,/Oxygen/virtual_machines,esxi-43-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-local-ssd/test-esxi-70-3608/test-esxi-70-3608.vmx,3,512,75,Oxygen-local-ssd,2,1
patroni-dev-3609,PowerOff,/Oxygen/virtual_machines,esxi-15-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-lenovo-raid-10/patroni-dev-3609/patroni-dev-3609.vmx,4,64,60,Oxygen-lenovo-raid-10,4,3
Nfs-share-3610,PoweredOn,/Colocat/virtual_machines,esxi-19-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-isci-ssh/Nfs-share-3610/Nfs-share-3610.vmx,4,1024,77,Colocat-ceph-isci-ssh,4,3
bastion-3611,PoweredOn,/Digital-Media-House/virtual_machines,esxi-82-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-ssd/bastion-3611/bastion-3611.vmx,2,8,52,Digital-Media-House-local-ssd,4,3
Workstation-3612,PoweredOn,/DataPlanet/virtual_machines,esxi-98-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-ssd/Workstation-3612/Workstation-3612.vmx,1,2,85,DataPlanet-local-ssd,4,3
test-esxi-67-3613,PoweredOn,/M1/virtual_machines,esxi-73-M1.vsfi.org,M1,/vmfs/volumes/M1-local-hdd/test-esxi-67-3613/test-esxi-67-3613.vmx,3,1024,49,M1-local-hdd,3,2
patroni-dev-3614,PowerOff,/M1/virtual_machines,esxi-85-M1.vsfi.org,M1,/vmfs/volumes/M1-iscsi-ssd/patroni-dev-3614/patroni-dev-3614.vmx,4,16,51,M1-iscsi-ssd,4,3
ceph-quincy-mon-node-3615,PowerOff,/e-Style0Telecom/virtual_machines,esxi-23-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-isci-ssh/ceph-quincy-mon-node-3615/ceph-quincy-mon-node-3615.vmx,4,2,39,e-Style0Telecom-ceph-isci-ssh,2,1
New Virtual Machine-3616,PowerOff,/Mirea/virtual_machines,esxi-33-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-iscsi-ssd/New Virtual Machine-3616/New Virtual Machine-3616.vmx,2,4,79,Mirea-iscsi-ssd,4,3
patroni-prod-3617,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-54-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-iscsi-hdd/patroni-prod-3617/patroni-prod-3617.vmx,2,1,17,e-Style0Telecom-iscsi-hdd,1,0
Windows-2019-server3618,PowerOff,/e-Style0Telecom/virtual_machines,esxi-70-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-local-ssd/Windows-2019-server3618/Windows-2019-server3618.vmx,4,256,64,e-Style0Telecom-local-ssd,3,2
ceph-quincy-mon-node-3619,PowerOff,/Oxygen/virtual_machines,esxi-73-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-iscsi-ssd/ceph-quincy-mon-node-3619/ceph-quincy-mon-node-3619.vmx,3,256,47,Oxygen-iscsi-ssd,3,2
New Virtual Machine-3620,PowerOff,/DataPlanet/virtual_machines,esxi-84-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-hdd/New Virtual Machine-3620/New Virtual Machine-3620.vmx,3,128,83,DataPlanet-local-hdd,3,2
ceph-reef-osd-node-3621,PoweredOn,/Colocat/virtual_machines,esxi-97-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-ceph-icsi-hdd/ceph-reef-osd-node-3621/ceph-reef-osd-node-3621.vmx,2,128,55,Colocat-ceph-icsi-hdd,1,0
Nfs-share-3622,PowerOff,/M1/virtual_machines,esxi-35-M1.vsfi.org,M1,/vmfs/volumes/M1-iscsi-ssd/Nfs-share-3622/Nfs-share-3622.vmx,3,128,32,M1-iscsi-ssd,2,1
ceph-reef-osd-node-3623,PowerOff,/Digital-Media-House/virtual_machines,esxi-85-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-hdd/ceph-reef-osd-node-3623/ceph-reef-osd-node-3623.vmx,3,32,50,Digital-Media-House-local-hdd,4,3
ceph-reef-osd-node-3624,PoweredOn,/Oxygen/virtual_machines,esxi-7-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-iscsi-hdd/ceph-reef-osd-node-3624/ceph-reef-osd-node-3624.vmx,2,1024,35,Oxygen-iscsi-hdd,1,0
patroni-test-3625,PoweredOn,/Mirea/virtual_machines,esxi-44-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-ceph-isci-ssh/patroni-test-3625/patroni-test-3625.vmx,2,1024,76,Mirea-ceph-isci-ssh,3,2
Windows-2019-server3626,PowerOff,/Digital-Media-House/virtual_machines,esxi-89-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-iscsi-hdd/Windows-2019-server3626/Windows-2019-server3626.vmx,3,256,100,Digital-Media-House-iscsi-hdd,2,1
test-esxi-70-3627,PowerOff,/M1/virtual_machines,esxi-23-M1.vsfi.org,M1,/vmfs/volumes/M1-ceph-icsi-hdd/test-esxi-70-3627/test-esxi-70-3627.vmx,1,32,87,M1-ceph-icsi-hdd,3,2
patroni-prod-3628,PoweredOn,/dataline/virtual_machines,esxi-13-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-local-ssd/patroni-prod-3628/patroni-prod-3628.vmx,2,1024,52,dataline-local-ssd,2,1
ceph-reef-mon-node-3629,PoweredOn,/Digital-Media-House/virtual_machines,esxi-35-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-hdd/ceph-reef-mon-node-3629/ceph-reef-mon-node-3629.vmx,4,64,67,Digital-Media-House-local-hdd,1,0
ceph-quincy-osd-node-3630,PoweredOn,/DataPlanet/virtual_machines,esxi-6-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-ssd/ceph-quincy-osd-node-3630/ceph-quincy-osd-node-3630.vmx,1,64,37,DataPlanet-local-ssd,2,1
patroni-prod-3631,PoweredOn,/DataPlanet/virtual_machines,esxi-41-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-iscsi-hdd/patroni-prod-3631/patroni-prod-3631.vmx,1,64,30,DataPlanet-iscsi-hdd,3,2
bastion-3632,PoweredOn,/dataline/virtual_machines,esxi-30-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-lenovo-raid-10/bastion-3632/bastion-3632.vmx,4,64,21,dataline-lenovo-raid-10,3,2
test-esxi-80-3633,PoweredOn,/DataPlanet/virtual_machines,esxi-99-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-ceph-isci-ssh/test-esxi-80-3633/test-esxi-80-3633.vmx,4,4,18,DataPlanet-ceph-isci-ssh,4,3
pfSense-3634,PowerOff,/DataPlanet/virtual_machines,esxi-89-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-ssd/pfSense-3634/pfSense-3634.vmx,4,4,71,DataPlanet-local-ssd,3,2
ceph-quincy-osd-node-3635,PowerOff,/dataline/virtual_machines,esxi-90-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-lenovo-raid-10/ceph-quincy-osd-node-3635/ceph-quincy-osd-node-3635.vmx,1,256,48,dataline-lenovo-raid-10,1,0
test-esxi-70-3636,PowerOff,/Oxygen/virtual_machines,esxi-32-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-lenovo-raid-10/test-esxi-70-3636/test-esxi-70-3636.vmx,3,1024,82,Oxygen-lenovo-raid-10,4,3
ceph-quincy-osd-node-3637,PoweredOn,/Digital-Media-House/virtual_machines,esxi-28-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-nfs-test-datastore/ceph-quincy-osd-node-3637/ceph-quincy-osd-node-3637.vmx,2,512,100,Digital-Media-House-nfs-test-datastore,1,0
ceph-quincy-mon-node-3638,PowerOff,/e-Style0Telecom/virtual_machines,esxi-91-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-iscsi-hdd/ceph-quincy-mon-node-3638/ceph-quincy-mon-node-3638.vmx,2,2,68,e-Style0Telecom-iscsi-hdd,2,1
ceph-quincy-osd-node-3639,PowerOff,/Colocat/virtual_machines,esxi-64-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-iscsi-ssd/ceph-quincy-osd-node-3639/ceph-quincy-osd-node-3639.vmx,2,8,64,Colocat-iscsi-ssd,4,3
patroni-dev-3640,PowerOff,/Oxygen/virtual_machines,esxi-7-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-iscsi-hdd/patroni-dev-3640/patroni-dev-3640.vmx,2,64,61,Oxygen-iscsi-hdd,2,1
ceph-reef-mgmt-node-3641,PoweredOn,/dataline/virtual_machines,esxi-34-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-nfs-test-datastore/ceph-reef-mgmt-node-3641/ceph-reef-mgmt-node-3641.vmx,2,1024,58,dataline-nfs-test-datastore,4,3
patroni-test-3642,PowerOff,/Colocat/virtual_machines,esxi-29-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-local-hdd/patroni-test-3642/patroni-test-3642.vmx,1,64,60,Colocat-local-hdd,2,1
patroni-prod-3643,PoweredOn,/Colocat/virtual_machines,esxi-24-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-nfs-test-datastore/patroni-prod-3643/patroni-prod-3643.vmx,3,8,39,Colocat-nfs-test-datastore,4,3
ceph-quincy-mgmt-node-3644,PoweredOn,/dataline/virtual_machines,esxi-44-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-iscsi-ssd/ceph-quincy-mgmt-node-3644/ceph-quincy-mgmt-node-3644.vmx,1,1,43,dataline-iscsi-ssd,3,2
patroni-dev-3645,PowerOff,/DataPlanet/virtual_machines,esxi-35-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-local-hdd/patroni-dev-3645/patroni-dev-3645.vmx,2,256,48,DataPlanet-local-hdd,3,2
New Virtual Machine-3646,PowerOff,/DataPlanet/virtual_machines,esxi-49-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-lenovo-raid-10/New Virtual Machine-3646/New Virtual Machine-3646.vmx,4,256,57,DataPlanet-lenovo-raid-10,3,2
Workstation-3647,PowerOff,/dataline/virtual_machines,esxi-66-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-iscsi-hdd/Workstation-3647/Workstation-3647.vmx,2,512,53,dataline-iscsi-hdd,2,1
Workstation-3648,PoweredOn,/Digital-Media-House/virtual_machines,esxi-96-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-local-ssd/Workstation-3648/Workstation-3648.vmx,3,512,50,Digital-Media-House-local-ssd,4,3
Windows-2019-server3649,PoweredOn,/Mirea/virtual_machines,esxi-53-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-lenovo-raid-10/Windows-2019-server3649/Windows-2019-server3649.vmx,2,1,83,Mirea-lenovo-raid-10,4,3
patroni-dev-3650,PoweredOn,/Colocat/virtual_machines,esxi-99-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-iscsi-ssd/patroni-dev-3650/patroni-dev-3650.vmx,4,512,69,Colocat-iscsi-ssd,1,0
test-esxi-70-3651,PoweredOn,/dataline/virtual_machines,esxi-42-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-iscsi-hdd/test-esxi-70-3651/test-esxi-70-3651.vmx,1,8,35,dataline-iscsi-hdd,2,1
Mikrotick-CHR-3652,PoweredOn,/Colocat/virtual_machines,esxi-15-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-local-hdd/Mikrotick-CHR-3652/Mikrotick-CHR-3652.vmx,1,256,48,Colocat-local-hdd,4,3
ceph-reef-mgmt-node-3653,PoweredOn,/Colocat/virtual_machines,esxi-62-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-iscsi-hdd/ceph-reef-mgmt-node-3653/ceph-reef-mgmt-node-3653.vmx,2,4,92,Colocat-iscsi-hdd,4,3
ceph-reef-mgmt-node-3654,PowerOff,/M1/virtual_machines,esxi-87-M1.vsfi.org,M1,/vmfs/volumes/M1-local-hdd/ceph-reef-mgmt-node-3654/ceph-reef-mgmt-node-3654.vmx,2,128,66,M1-local-hdd,2,1
patroni-prod-3655,PoweredOn,/Mirea/virtual_machines,esxi-94-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-iscsi-hdd/patroni-prod-3655/patroni-prod-3655.vmx,4,16,90,Mirea-iscsi-hdd,2,1
ceph-quincy-osd-node-3656,PowerOff,/Colocat/virtual_machines,esxi-78-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-local-ssd/ceph-quincy-osd-node-3656/ceph-quincy-osd-node-3656.vmx,1,2,86,Colocat-local-ssd,1,0
ceph-quincy-mon-node-3657,PoweredOn,/Digital-Media-House/virtual_machines,esxi-47-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-ceph-icsi-hdd/ceph-quincy-mon-node-3657/ceph-quincy-mon-node-3657.vmx,4,8,91,Digital-Media-House-ceph-icsi-hdd,4,3
Windows-10-3658,PoweredOn,/dataline/virtual_machines,esxi-93-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-iscsi-hdd/Windows-10-3658/Windows-10-3658.vmx,3,64,21,dataline-iscsi-hdd,2,1
ceph-quincy-mgmt-node-3659,PowerOff,/Oxygen/virtual_machines,esxi-61-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-local-ssd/ceph-quincy-mgmt-node-3659/ceph-quincy-mgmt-node-3659.vmx,1,1,18,Oxygen-local-ssd,2,1
patroni-prod-3660,PowerOff,/dataline/virtual_machines,esxi-89-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-lenovo-raid-10/patroni-prod-3660/patroni-prod-3660.vmx,4,2,87,dataline-lenovo-raid-10,4,3
New Virtual Machine-3661,PoweredOn,/DataPlanet/virtual_machines,esxi-17-DataPlanet.vsfi.org,DataPlanet,/vmfs/volumes/DataPlanet-iscsi-hdd/New Virtual Machine-3661/New Virtual Machine-3661.vmx,2,4,97,DataPlanet-iscsi-hdd,4,3
pfSense-3662,PowerOff,/e-Style0Telecom/virtual_machines,esxi-34-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-isci-ssh/pfSense-3662/pfSense-3662.vmx,1,32,14,e-Style0Telecom-ceph-isci-ssh,3,2
ceph-reef-mgmt-node-3663,PowerOff,/e-Style0Telecom/virtual_machines,esxi-92-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-iscsi-ssd/ceph-reef-mgmt-node-3663/ceph-reef-mgmt-node-3663.vmx,2,8,31,e-Style0Telecom-iscsi-ssd,1,0
ceph-reef-mon-node-3664,PowerOff,/dataline/virtual_machines,esxi-63-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-iscsi-hdd/ceph-reef-mon-node-3664/ceph-reef-mon-node-3664.vmx,3,8,79,dataline-iscsi-hdd,2,1
pfSense-3665,PoweredOn,/dataline/virtual_machines,esxi-52-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-ceph-isci-ssh/pfSense-3665/pfSense-3665.vmx,3,256,60,dataline-ceph-isci-ssh,3,2
Windows-10-3666,PowerOff,/Colocat/virtual_machines,esxi-92-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-local-ssd/Windows-10-3666/Windows-10-3666.vmx,3,64,73,Colocat-local-ssd,2,1
ceph-quincy-osd-node-3667,PoweredOn,/e-Style0Telecom/virtual_machines,esxi-41-e-Style0Telecom.vsfi.org,e-Style0Telecom,/vmfs/volumes/e-Style0Telecom-ceph-icsi-hdd/ceph-quincy-osd-node-3667/ceph-quincy-osd-node-3667.vmx,2,512,15,e-Style0Telecom-ceph-icsi-hdd,2,1
bastion-3668,PoweredOn,/dataline/virtual_machines,esxi-7-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-lenovo-raid-10/bastion-3668/bastion-3668.vmx,2,128,77,dataline-lenovo-raid-10,2,1
Windows-server3669,PowerOff,/dataline/virtual_machines,esxi-93-dataline.vsfi.org,dataline,/vmfs/volumes/dataline-iscsi-ssd/Windows-server3669/Windows-server3669.vmx,4,512,92,dataline-iscsi-ssd,2,1
Mikrotick-CHR-3670,PowerOff,/Colocat/virtual_machines,esxi-98-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-nfs-test-datastore/Mikrotick-CHR-3670/Mikrotick-CHR-3670.vmx,1,512,39,Colocat-nfs-test-datastore,3,2
test-esxi-67-3671,PowerOff,/Digital-Media-House/virtual_machines,esxi-70-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-iscsi-ssd/test-esxi-67-3671/test-esxi-67-3671.vmx,4,1024,55,Digital-Media-House-iscsi-ssd,3,2
ceph-reef-mgmt-node-3672,PowerOff,/M1/virtual_machines,esxi-52-M1.vsfi.org,M1,/vmfs/volumes/M1-local-ssd/ceph-reef-mgmt-node-3672/ceph-reef-mgmt-node-3672.vmx,3,64,47,M1-local-ssd,3,2
ceph-quincy-mon-node-3673,PoweredOn,/Mirea/virtual_machines,esxi-81-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-ceph-isci-ssh/ceph-quincy-mon-node-3673/ceph-quincy-mon-node-3673.vmx,1,64,43,Mirea-ceph-isci-ssh,2,1
ceph-reef-mon-node-3674,PowerOff,/Colocat/virtual_machines,esxi-24-Colocat.vsfi.org,Colocat,/vmfs/volumes/Colocat-local-hdd/ceph-reef-mon-node-3674/ceph-reef-mon-node-3674.vmx,2,64,64,Colocat-local-hdd,3,2
Windows-10-3675,PoweredOn,/M1/virtual_machines,esxi-4-M1.vsfi.org,M1,/vmfs/volumes/M1-ceph-icsi-hdd/Windows-10-3675/Windows-10-3675.vmx,1,4,17,M1-ceph-icsi-hdd,2,1
patroni-prod-3676,PoweredOn,/Oxygen/virtual_machines,esxi-18-Oxygen.vsfi.org,Oxygen,/vmfs/volumes/Oxygen-lenovo-raid-10/patroni-prod-3676/patroni-prod-3676.vmx,1,256,47,Oxygen-lenovo-raid-10,3,2
pfSense-3677,PoweredOn,/Mirea/virtual_machines,esxi-68-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-lenovo-raid-10/pfSense-3677/pfSense-3677.vmx,4,32,59,Mirea-lenovo-raid-10,4,3
ceph-quincy-mgmt-node-3678,PowerOff,/Mirea/virtual_machines,esxi-33-Mirea.vsfi.org,Mirea,/vmfs/volumes/Mirea-local-ssd/ceph-quincy-mgmt-node-3678/ceph-quincy-mgmt-node-3678.vmx,2,512,65,Mirea-local-ssd,2,1
test-esxi-80-3679,PoweredOn,/Digital-Media-House/virtual_machines,esxi-82-Digital-Media-House.vsfi.org,Digital-Media-House,/vmfs/volumes/Digital-Media-House-nfs-test-datastore/test-esxi-80-3679/test-esxi-80-3679.vmx,4,16,46,Digital-Media-House-nfs-test-datastore,4,3
